feature_index,feature_name,raw_column,source_role,question_id,question_text,question_type,option_label,applicable_categories,is_missing_sentinel,train_positive_count
571,answer__how_is_this_violence_presented_in_the_game_0a118a0a__inactive,answer__how_is_this_violence_presented_in_the_game_0a118a0a,checkbox,how_is_this_violence_presented_in_the_game_0a118a0a,How is this violence presented in the game?,checkbox,__INACTIVE__,Game,true,373
572,answer__how_is_this_violence_presented_in_the_game_0a118a0a__not_applicable,answer__how_is_this_violence_presented_in_the_game_0a118a0a,checkbox,how_is_this_violence_presented_in_the_game_0a118a0a,How is this violence presented in the game?,checkbox,__NOT_APPLICABLE__,Game,true,404
573,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__implied_but_not_seen,answer__how_is_this_violence_presented_in_the_game_d6f09ae3,checkbox,how_is_this_violence_presented_in_the_game_d6f09ae3,How is this violence presented in the game?,checkbox,Implied but not seen,Game,false,2
574,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__often_depicted_from_a_close_up_perspective,answer__how_is_this_violence_presented_in_the_game_d6f09ae3,checkbox,how_is_this_violence_presented_in_the_game_d6f09ae3,How is this violence presented in the game?,checkbox,Often depicted from a close-up perspective,Game,false,5
575,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__often_depicted_from_a_distant_perspective,answer__how_is_this_violence_presented_in_the_game_d6f09ae3,checkbox,how_is_this_violence_presented_in_the_game_d6f09ae3,How is this violence presented in the game?,checkbox,Often depicted from a distant perspective,Game,false,10
576,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__rarely_depicted_from_a_close_up_perspective,answer__how_is_this_violence_presented_in_the_game_d6f09ae3,checkbox,how_is_this_violence_presented_in_the_game_d6f09ae3,How is this violence presented in the game?,checkbox,Rarely depicted from a close-up perspective,Game,false,5
577,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__rarely_depicted_from_a_distant_perspective,answer__how_is_this_violence_presented_in_the_game_d6f09ae3,checkbox,how_is_this_violence_presented_in_the_game_d6f09ae3,How is this violence presented in the game?,checkbox,Rarely depicted from a distant perspective,Game,false,7
578,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__referred_to,answer__how_is_this_violence_presented_in_the_game_d6f09ae3,checkbox,how_is_this_violence_presented_in_the_game_d6f09ae3,How is this violence presented in the game?,checkbox,Referred to,Game,false,48
579,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__none,answer__how_is_this_violence_presented_in_the_game_d6f09ae3,checkbox,how_is_this_violence_presented_in_the_game_d6f09ae3,How is this violence presented in the game?,checkbox,__NONE__,Game,true,0
580,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__inactive,answer__how_is_this_violence_presented_in_the_game_d6f09ae3,checkbox,how_is_this_violence_presented_in_the_game_d6f09ae3,How is this violence presented in the game?,checkbox,__INACTIVE__,Game,true,330
581,answer__how_is_this_violence_presented_in_the_game_d6f09ae3__not_applicable,answer__how_is_this_violence_presented_in_the_game_d6f09ae3,checkbox,how_is_this_violence_presented_in_the_game_d6f09ae3,How is this violence presented in the game?,checkbox,__NOT_APPLICABLE__,Game,true,404
582,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__obscured_innuendo_sex_act_is_either_entirely_off_camera_or_completely_blocked_from_view,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,checkbox,how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,How would you describe the depiction of these scenes? Please check all that apply.,checkbox,Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view,All Other App Types || Game,false,31
583,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__shown_with_full_frontal_nudity,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,checkbox,how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,How would you describe the depiction of these scenes? Please check all that apply.,checkbox,Shown with Full Frontal Nudity,All Other App Types || Game,false,12
584,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__shown_with_no_nudity_characters_are_depicted_in_a_sexual_act_but_no_nudity_is_shown,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,checkbox,how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,How would you describe the depiction of these scenes? Please check all that apply.,checkbox,Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown,All Other App Types || Game,false,5
585,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__shown_with_partial_nudity_breasts_buttocks,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,checkbox,how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,How would you describe the depiction of these scenes? Please check all that apply.,checkbox,"Shown with Partial Nudity - Breasts, Buttocks",All Other App Types || Game,false,9
586,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__none,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,checkbox,how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,How would you describe the depiction of these scenes? Please check all that apply.,checkbox,__NONE__,All Other App Types || Game,true,0
587,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__inactive,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,checkbox,how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,How would you describe the depiction of these scenes? Please check all that apply.,checkbox,__INACTIVE__,All Other App Types || Game,true,745
588,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8__not_applicable,answer__how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,checkbox,how_would_you_describe_the_depiction_of_these_scenes_ple_091615b8,How would you describe the depiction of these scenes? Please check all that apply.,checkbox,__NOT_APPLICABLE__,All Other App Types || Game,true,10
589,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__overtly_sexual_situations_or_visually_depicted_innuendo,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,How would you describe the suggestive/sexual themes contained in the game? Please check all that apply.,checkbox,Overtly sexual situations or visually depicted innuendo,Game,false,5
590,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__references_to_sexual_activity_with_descriptive_detail,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,How would you describe the suggestive/sexual themes contained in the game? Please check all that apply.,checkbox,References to sexual activity with descriptive detail,Game,false,3
591,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__references_to_sexual_activity_without_descriptive_detail,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,How would you describe the suggestive/sexual themes contained in the game? Please check all that apply.,checkbox,References to sexual activity without descriptive detail,Game,false,5
592,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__sexual_situations_involving_those_who_appear_to_be_under_18,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,How would you describe the suggestive/sexual themes contained in the game? Please check all that apply.,checkbox,Sexual situations involving those who appear to be under 18,Game,false,6
593,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__suggestive_references_and_innuendo_in_text_dialogue_or_heard,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,How would you describe the suggestive/sexual themes contained in the game? Please check all that apply.,checkbox,"Suggestive references and innuendo in text, dialogue, or heard",Game,false,5
594,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__none,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,How would you describe the suggestive/sexual themes contained in the game? Please check all that apply.,checkbox,__NONE__,Game,true,0
595,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__inactive,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,How would you describe the suggestive/sexual themes contained in the game? Please check all that apply.,checkbox,__INACTIVE__,Game,true,383
596,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1__not_applicable,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_945c7ef1,How would you describe the suggestive/sexual themes contained in the game? Please check all that apply.,checkbox,__NOT_APPLICABLE__,Game,true,404
597,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__overtly_sexual_situations_or_visually_depicted_innuendo,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,How would you describe the suggestive/sexual themes contained in the app? Please check all that apply.,checkbox,Overtly sexual situations or visually depicted innuendo,All Other App Types,false,3
598,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__references_to_sexual_activity_with_descriptive_detail,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,How would you describe the suggestive/sexual themes contained in the app? Please check all that apply.,checkbox,References to sexual activity with descriptive detail,All Other App Types,false,5
599,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__references_to_sexual_activity_without_descriptive_detail,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,How would you describe the suggestive/sexual themes contained in the app? Please check all that apply.,checkbox,References to sexual activity without descriptive detail,All Other App Types,false,3
600,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__sexual_situations_involving_those_who_appear_to_be_under_18,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,How would you describe the suggestive/sexual themes contained in the app? Please check all that apply.,checkbox,Sexual situations involving those who appear to be under 18,All Other App Types,false,3
601,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__suggestive_references_and_innuendo_in_text_dialogue_or_heard,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,How would you describe the suggestive/sexual themes contained in the app? Please check all that apply.,checkbox,"Suggestive references and innuendo in text, dialogue, or heard",All Other App Types,false,3
602,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__none,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,How would you describe the suggestive/sexual themes contained in the app? Please check all that apply.,checkbox,__NONE__,All Other App Types,true,0
603,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__inactive,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,How would you describe the suggestive/sexual themes contained in the app? Please check all that apply.,checkbox,__INACTIVE__,All Other App Types,true,378
604,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e__not_applicable,answer__how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,checkbox,how_would_you_describe_the_suggestive_sexual_themes_cont_e3783b5e,How would you describe the suggestive/sexual themes contained in the app? Please check all that apply.,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
605,answer__illegal_or_recreational_drugs_ba0c1239__detailed_instruction_for_use,answer__illegal_or_recreational_drugs_ba0c1239,checkbox,illegal_or_recreational_drugs_ba0c1239,Illegal or Recreational Drugs,checkbox,Detailed Instruction for Use,All Other App Types || Game,false,18
606,answer__illegal_or_recreational_drugs_ba0c1239__encourages_glamorizes,answer__illegal_or_recreational_drugs_ba0c1239,checkbox,illegal_or_recreational_drugs_ba0c1239,Illegal or Recreational Drugs,checkbox,Encourages/Glamorizes,All Other App Types || Game,false,19
607,answer__illegal_or_recreational_drugs_ba0c1239__reference,answer__illegal_or_recreational_drugs_ba0c1239,checkbox,illegal_or_recreational_drugs_ba0c1239,Illegal or Recreational Drugs,checkbox,Reference,All Other App Types || Game,false,11
608,answer__illegal_or_recreational_drugs_ba0c1239__use,answer__illegal_or_recreational_drugs_ba0c1239,checkbox,illegal_or_recreational_drugs_ba0c1239,Illegal or Recreational Drugs,checkbox,Use,All Other App Types || Game,false,34
609,answer__illegal_or_recreational_drugs_ba0c1239__none,answer__illegal_or_recreational_drugs_ba0c1239,checkbox,illegal_or_recreational_drugs_ba0c1239,Illegal or Recreational Drugs,checkbox,__NONE__,All Other App Types || Game,true,0
610,answer__illegal_or_recreational_drugs_ba0c1239__inactive,answer__illegal_or_recreational_drugs_ba0c1239,checkbox,illegal_or_recreational_drugs_ba0c1239,Illegal or Recreational Drugs,checkbox,__INACTIVE__,All Other App Types || Game,true,721
611,answer__illegal_or_recreational_drugs_ba0c1239__not_applicable,answer__illegal_or_recreational_drugs_ba0c1239,checkbox,illegal_or_recreational_drugs_ba0c1239,Illegal or Recreational Drugs,checkbox,__NOT_APPLICABLE__,All Other App Types || Game,true,10
612,answer__medical_drugs_32c6cc3e__encourages_glamorizes,answer__medical_drugs_32c6cc3e,checkbox,medical_drugs_32c6cc3e,Medical Drugs,checkbox,Encourages/Glamorizes,All Other App Types || Game,false,18
613,answer__medical_drugs_32c6cc3e__reference,answer__medical_drugs_32c6cc3e,checkbox,medical_drugs_32c6cc3e,Medical Drugs,checkbox,Reference,All Other App Types || Game,false,16
614,answer__medical_drugs_32c6cc3e__use,answer__medical_drugs_32c6cc3e,checkbox,medical_drugs_32c6cc3e,Medical Drugs,checkbox,Use,All Other App Types || Game,false,11
615,answer__medical_drugs_32c6cc3e__none,answer__medical_drugs_32c6cc3e,checkbox,medical_drugs_32c6cc3e,Medical Drugs,checkbox,__NONE__,All Other App Types || Game,true,0
616,answer__medical_drugs_32c6cc3e__inactive,answer__medical_drugs_32c6cc3e,checkbox,medical_drugs_32c6cc3e,Medical Drugs,checkbox,__INACTIVE__,All Other App Types || Game,true,755
617,answer__medical_drugs_32c6cc3e__not_applicable,answer__medical_drugs_32c6cc3e,checkbox,medical_drugs_32c6cc3e,Medical Drugs,checkbox,__NOT_APPLICABLE__,All Other App Types || Game,true,10
618,answer__please_select_all_that_the_app_includes_18adc531__discriminatory_language_against_race_religion_sex_etc,answer__please_select_all_that_the_app_includes_18adc531,checkbox,please_select_all_that_the_app_includes_18adc531,Please select all that the app includes:,checkbox,"Discriminatory language (against race, religion, sex, etc...)",All Other App Types,false,6
619,answer__please_select_all_that_the_app_includes_18adc531__minor_profanities_e_g_go_to_hell,answer__please_select_all_that_the_app_includes_18adc531,checkbox,please_select_all_that_the_app_includes_18adc531,Please select all that the app includes:,checkbox,"Minor profanities (e.g., ""go to hell"")",All Other App Types,false,5
620,answer__please_select_all_that_the_app_includes_18adc531__moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_offensive,answer__please_select_all_that_the_app_includes_18adc531,checkbox,please_select_all_that_the_app_includes_18adc531,Please select all that the app includes:,checkbox,Moderate swearing or other language or gestures that could be considered moderately or significantly offensive,All Other App Types,false,8
621,answer__please_select_all_that_the_app_includes_18adc531__sexual_expletives,answer__please_select_all_that_the_app_includes_18adc531,checkbox,please_select_all_that_the_app_includes_18adc531,Please select all that the app includes:,checkbox,Sexual expletives,All Other App Types,false,4
622,answer__please_select_all_that_the_app_includes_18adc531__none,answer__please_select_all_that_the_app_includes_18adc531,checkbox,please_select_all_that_the_app_includes_18adc531,Please select all that the app includes:,checkbox,__NONE__,All Other App Types,true,0
623,answer__please_select_all_that_the_app_includes_18adc531__inactive,answer__please_select_all_that_the_app_includes_18adc531,checkbox,please_select_all_that_the_app_includes_18adc531,Please select all that the app includes:,checkbox,__INACTIVE__,All Other App Types,true,371
624,answer__please_select_all_that_the_app_includes_18adc531__not_applicable,answer__please_select_all_that_the_app_includes_18adc531,checkbox,please_select_all_that_the_app_includes_18adc531,Please select all that the app includes:,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
625,answer__please_select_all_that_the_app_includes_24d1114b__nudity,answer__please_select_all_that_the_app_includes_24d1114b,checkbox,please_select_all_that_the_app_includes_24d1114b,Please select all that the app includes:,checkbox,Nudity,All Other App Types,false,68
626,answer__please_select_all_that_the_app_includes_24d1114b__revealing_outfits,answer__please_select_all_that_the_app_includes_24d1114b,checkbox,please_select_all_that_the_app_includes_24d1114b,Please select all that the app includes:,checkbox,Revealing Outfits,All Other App Types,false,20
627,answer__please_select_all_that_the_app_includes_24d1114b__none,answer__please_select_all_that_the_app_includes_24d1114b,checkbox,please_select_all_that_the_app_includes_24d1114b,Please select all that the app includes:,checkbox,__NONE__,All Other App Types,true,0
628,answer__please_select_all_that_the_app_includes_24d1114b__inactive,answer__please_select_all_that_the_app_includes_24d1114b,checkbox,please_select_all_that_the_app_includes_24d1114b,Please select all that the app includes:,checkbox,__INACTIVE__,All Other App Types,true,307
629,answer__please_select_all_that_the_app_includes_24d1114b__not_applicable,answer__please_select_all_that_the_app_includes_24d1114b,checkbox,please_select_all_that_the_app_includes_24d1114b,Please select all that the app includes:,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
630,answer__please_select_all_that_the_app_includes_4715352d__cash_convertible_rewards_cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics,answer__please_select_all_that_the_app_includes_4715352d,checkbox,please_select_all_that_the_app_includes_4715352d,Please select all that the app includes:,checkbox,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics",All Other App Types,false,10
631,answer__please_select_all_that_the_app_includes_4715352d__issuance_e_g_minting_of_transferable_digital_assets_e_g_nfts,answer__please_select_all_that_the_app_includes_4715352d,checkbox,please_select_all_that_the_app_includes_4715352d,Please select all that the app includes:,checkbox,"Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)",All Other App Types,false,12
632,answer__please_select_all_that_the_app_includes_4715352d__none,answer__please_select_all_that_the_app_includes_4715352d,checkbox,please_select_all_that_the_app_includes_4715352d,Please select all that the app includes:,checkbox,__NONE__,All Other App Types,true,0
633,answer__please_select_all_that_the_app_includes_4715352d__inactive,answer__please_select_all_that_the_app_includes_4715352d,checkbox,please_select_all_that_the_app_includes_4715352d,Please select all that the app includes:,checkbox,__INACTIVE__,All Other App Types,true,372
634,answer__please_select_all_that_the_app_includes_4715352d__not_applicable,answer__please_select_all_that_the_app_includes_4715352d,checkbox,please_select_all_that_the_app_includes_4715352d,Please select all that the app includes:,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
635,answer__please_select_all_that_the_app_includes_4cf49f6e__horrifying_elements,answer__please_select_all_that_the_app_includes_4cf49f6e,checkbox,please_select_all_that_the_app_includes_4cf49f6e,Please select all that the app includes:,checkbox,Horrifying elements,All Other App Types,false,14
636,answer__please_select_all_that_the_app_includes_4cf49f6e__scary_elements,answer__please_select_all_that_the_app_includes_4cf49f6e,checkbox,please_select_all_that_the_app_includes_4cf49f6e,Please select all that the app includes:,checkbox,Scary elements,All Other App Types,false,7
637,answer__please_select_all_that_the_app_includes_4cf49f6e__none,answer__please_select_all_that_the_app_includes_4cf49f6e,checkbox,please_select_all_that_the_app_includes_4cf49f6e,Please select all that the app includes:,checkbox,__NONE__,All Other App Types,true,0
638,answer__please_select_all_that_the_app_includes_4cf49f6e__inactive,answer__please_select_all_that_the_app_includes_4cf49f6e,checkbox,please_select_all_that_the_app_includes_4cf49f6e,Please select all that the app includes:,checkbox,__INACTIVE__,All Other App Types,true,373
639,answer__please_select_all_that_the_app_includes_4cf49f6e__not_applicable,answer__please_select_all_that_the_app_includes_4cf49f6e,checkbox,please_select_all_that_the_app_includes_4cf49f6e,Please select all that the app includes:,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
640,answer__please_select_all_that_the_app_includes_6686a0fa__alcohol,answer__please_select_all_that_the_app_includes_6686a0fa,checkbox,please_select_all_that_the_app_includes_6686a0fa,Please select all that the app includes:,checkbox,Alcohol,All Other App Types,false,20
641,answer__please_select_all_that_the_app_includes_6686a0fa__fantasy_drugs,answer__please_select_all_that_the_app_includes_6686a0fa,checkbox,please_select_all_that_the_app_includes_6686a0fa,Please select all that the app includes:,checkbox,Fantasy Drugs,All Other App Types,false,12
642,answer__please_select_all_that_the_app_includes_6686a0fa__illegal_or_recreational_drugs,answer__please_select_all_that_the_app_includes_6686a0fa,checkbox,please_select_all_that_the_app_includes_6686a0fa,Please select all that the app includes:,checkbox,Illegal or Recreational Drugs,All Other App Types,false,22
643,answer__please_select_all_that_the_app_includes_6686a0fa__medical_drugs,answer__please_select_all_that_the_app_includes_6686a0fa,checkbox,please_select_all_that_the_app_includes_6686a0fa,Please select all that the app includes:,checkbox,Medical Drugs,All Other App Types,false,18
644,answer__please_select_all_that_the_app_includes_6686a0fa__tobacco,answer__please_select_all_that_the_app_includes_6686a0fa,checkbox,please_select_all_that_the_app_includes_6686a0fa,Please select all that the app includes:,checkbox,Tobacco,All Other App Types,false,15
645,answer__please_select_all_that_the_app_includes_6686a0fa__none,answer__please_select_all_that_the_app_includes_6686a0fa,checkbox,please_select_all_that_the_app_includes_6686a0fa,Please select all that the app includes:,checkbox,__NONE__,All Other App Types,true,0
646,answer__please_select_all_that_the_app_includes_6686a0fa__inactive,answer__please_select_all_that_the_app_includes_6686a0fa,checkbox,please_select_all_that_the_app_includes_6686a0fa,Please select all that the app includes:,checkbox,__INACTIVE__,All Other App Types,true,316
647,answer__please_select_all_that_the_app_includes_6686a0fa__not_applicable,answer__please_select_all_that_the_app_includes_6686a0fa,checkbox,please_select_all_that_the_app_includes_6686a0fa,Please select all that the app includes:,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
648,answer__please_select_all_that_the_app_includes_8940577b__blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery,answer__please_select_all_that_the_app_includes_8940577b,checkbox,please_select_all_that_the_app_includes_8940577b,Please select all that the app includes:,checkbox,"Blood that isn't directly related to a violent act (e.g., blood on clothing, blood in the background, blood resulting from performing surgery)",All Other App Types,false,5
649,answer__please_select_all_that_the_app_includes_8940577b__disturbing_or_gory_images_without_a_violent_act_shown,answer__please_select_all_that_the_app_includes_8940577b,checkbox,please_select_all_that_the_app_includes_8940577b,Please select all that the app includes:,checkbox,Disturbing or gory images without a violent act shown.,All Other App Types,false,16
650,answer__please_select_all_that_the_app_includes_8940577b__violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles,answer__please_select_all_that_the_app_includes_8940577b,checkbox,please_select_all_that_the_app_includes_8940577b,Please select all that the app includes:,checkbox,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",All Other App Types,false,30
651,answer__please_select_all_that_the_app_includes_8940577b__violence_or_implied_violence_against_humans,answer__please_select_all_that_the_app_includes_8940577b,checkbox,please_select_all_that_the_app_includes_8940577b,Please select all that the app includes:,checkbox,Violence or implied violence against humans,All Other App Types,false,45
652,answer__please_select_all_that_the_app_includes_8940577b__none,answer__please_select_all_that_the_app_includes_8940577b,checkbox,please_select_all_that_the_app_includes_8940577b,Please select all that the app includes:,checkbox,__NONE__,All Other App Types,true,0
653,answer__please_select_all_that_the_app_includes_8940577b__inactive,answer__please_select_all_that_the_app_includes_8940577b,checkbox,please_select_all_that_the_app_includes_8940577b,Please select all that the app includes:,checkbox,__INACTIVE__,All Other App Types,true,300
654,answer__please_select_all_that_the_app_includes_8940577b__not_applicable,answer__please_select_all_that_the_app_includes_8940577b,checkbox,please_select_all_that_the_app_includes_8940577b,Please select all that the app includes:,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
655,answer__please_select_all_that_the_app_includes_8aa332fd__female_fantasy_creatures_breasts_e_g_harpies,answer__please_select_all_that_the_app_includes_8aa332fd,checkbox,please_select_all_that_the_app_includes_8aa332fd,Please select all that the app includes:,checkbox,"Female Fantasy Creatures' Breasts, e.g., harpies",All Other App Types,false,10
656,answer__please_select_all_that_the_app_includes_8aa332fd__female_human_breasts_with_nipples,answer__please_select_all_that_the_app_includes_8aa332fd,checkbox,please_select_all_that_the_app_includes_8aa332fd,Please select all that the app includes:,checkbox,Female Human Breasts with Nipples,All Other App Types,false,8
657,answer__please_select_all_that_the_app_includes_8aa332fd__genitalia,answer__please_select_all_that_the_app_includes_8aa332fd,checkbox,please_select_all_that_the_app_includes_8aa332fd,Please select all that the app includes:,checkbox,Genitalia,All Other App Types,false,41
658,answer__please_select_all_that_the_app_includes_8aa332fd__human_buttocks,answer__please_select_all_that_the_app_includes_8aa332fd,checkbox,please_select_all_that_the_app_includes_8aa332fd,Please select all that the app includes:,checkbox,Human Buttocks,All Other App Types,false,7
659,answer__please_select_all_that_the_app_includes_8aa332fd__nipple_less_breasts_or_breasts_with_minimal_coverage_e_g_pasties_long_hair,answer__please_select_all_that_the_app_includes_8aa332fd,checkbox,please_select_all_that_the_app_includes_8aa332fd,Please select all that the app includes:,checkbox,"Nipple-less Breasts or Breasts with Minimal Coverage, e.g., pasties, long hair",All Other App Types,false,7
660,answer__please_select_all_that_the_app_includes_8aa332fd__none,answer__please_select_all_that_the_app_includes_8aa332fd,checkbox,please_select_all_that_the_app_includes_8aa332fd,Please select all that the app includes:,checkbox,__NONE__,All Other App Types,true,0
661,answer__please_select_all_that_the_app_includes_8aa332fd__inactive,answer__please_select_all_that_the_app_includes_8aa332fd,checkbox,please_select_all_that_the_app_includes_8aa332fd,Please select all that the app includes:,checkbox,__INACTIVE__,All Other App Types,true,326
662,answer__please_select_all_that_the_app_includes_8aa332fd__not_applicable,answer__please_select_all_that_the_app_includes_8aa332fd,checkbox,please_select_all_that_the_app_includes_8aa332fd,Please select all that the app includes:,checkbox,__NOT_APPLICABLE__,All Other App Types,true,416
663,answer__please_select_all_that_the_app_includes_b82bc521__any_other_games_that_use_in_app_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay,answer__please_select_all_that_the_app_includes_b82bc521,checkbox,please_select_all_that_the_app_includes_b82bc521,Please select all that the app includes:,checkbox,Any other games that use in-app currency/tokens to play and can reward the same currency through gameplay.,All Other App Types,false,0
664,answer__please_select_all_that_the_app_includes_b82bc521__gambling_themes,answer__please_select_all_that_the_app_includes_b82bc521,checkbox,please_select_all_that_the_app_includes_b82bc521,Please select all that the app includes:,checkbox,Gambling themes,All Other App Types,false,10
665,answer__please_select_all_that_the_app_includes_b82bc521__playable_bingo_games,answer__please_select_all_that_the_app_includes_b82bc521,checkbox,please_select_all_that_the_app_includes_b82bc521,Please select all that the app includes:,checkbox,Playable bingo games,All Other App Types,false,12
666,answer__please_select_all_that_the_app_includes_b82bc521__playable_casino_games_lotteries_or_racetrack_betting,answer__please_select_all_that_the_app_includes_b82bc521,checkbox,please_select_all_that_the_app_includes_b82bc521,Please select all that the app includes:,checkbox,"Playable casino games, lotteries, or racetrack betting",All Other App Types,false,11
667,answer__please_select_all_that_the_app_includes_b82bc521__none,answer__please_select_all_that_the_app_includes_b82bc521,checkbox,please_select_all_that_the_app_includes_b82bc521,Please select all that the app includes:,checkbox,__NONE__,All Other App Types,true,0
668,answer__please_select_all_that_the_app_includes_b82bc521__inactive,answer__please_select_all_that_the_app_includes_b82bc521,checkbox,please_select_all_that_the_app_includes_b82bc521,Please select all that the app includes:,checkbox,__INACTIVE__,All Other App Types,true,362
